ফসল: Aman | জেলা: Bagerhat | মৌসুম: Kharif 2 | রোপণ: June | বৃদ্ধি: July to Oct | কাটাই: Nov to Dec | গড় তাপমাত্রা: 26.0°C | তাপমাত্রা: 12.0–40°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 150905
ফসল: Kakrol | জেলা: Feni | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 22
ফসল: Kakrol | জেলা: Gaibandha | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 278
ফসল: Kakrol | জেলা: Gazipur | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 366
ফসল: Kakrol | জেলা: Gopalganj | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 72
ফসল: Kakrol | জেলা: Habiganj | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 92
ফসল: Kakrol | জেলা: Jamalpur | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 185
ফসল: Kakrol | জেলা: Jashore | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 1618
ফসল: Kakrol | জেলা: Jhallokati | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 136
ফসল: Kakrol | জেলা: Jhenaidah | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 604
ফসল: Kakrol | জেলা: Joypurhat | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 569
ফসল: Kakrol | জেলা: Khagrachari | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 2408
ফসল: Kakrol | জেলা: Khulna | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 96
ফসল: Kakrol | জেলা: Kishoreganj | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 615
ফসল: Kakrol | জেলা: Kurigram | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 179
ফসল: Kakrol | জেলা: Kushtia | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 100
ফসল: Kakrol | জেলা: Lakshmipur | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 227
ফসল: Kakrol | জেলা: Lalmonirhat | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 306
ফসল: Kakrol | জেলা: Madaripur | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 113
ফসল: Kakrol | জেলা: Magura | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 136
ফসল: Kakrol | জেলা: Manikganj | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 174
ফসল: Kakrol | জেলা: Meherpur | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 111
ফসল: Kakrol | জেলা: Moulvibazar | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 229
ফসল: Kakrol | জেলা: Munshiganj | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 68
ফসল: Kakrol | জেলা: Mymensingh | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 751
ফসল: Kakrol | জেলা: Naogaon | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 342
ফসল: Kakrol | জেলা: Narail | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 436
ফসল: Kakrol | জেলা: Narayanganj | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 278
ফসল: Kakrol | জেলা: Narsingdi | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 8313
ফসল: Kakrol | জেলা: Natore | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 498
ফসল: Kakrol | জেলা: Netrokona | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 270
ফসল: Kakrol | জেলা: Nilphamari | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 405
ফসল: Kakrol | জেলা: Noakhali | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 99
ফসল: Kakrol | জেলা: Pabna | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 67
ফসল: Kakrol | জেলা: Panchagar | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 223
ফসল: Kakrol | জেলা: Patuakhali | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 23
ফসল: Kakrol | জেলা: Pirojpur | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 343
ফসল: Kakrol | জেলা: Rajbari | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 124
ফসল: Kakrol | জেলা: Rajshahi | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 108
ফসল: Kakrol | জেলা: Rangamati | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 3322
ফসল: Kakrol | জেলা: Rangpur | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 491
ফসল: Kakrol | জেলা: Satkhira | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 188
ফসল: Kakrol | জেলা: Shariatpur | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 211
ফসল: Kakrol | জেলা: Sherpur | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 268
ফসল: Kakrol | জেলা: Sirajganj | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 54
ফসল: Kakrol | জেলা: Sunamganj | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 269
ফসল: Kakrol | জেলা: Sylhet | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 122
ফসল: Kakrol | জেলা: Tangail | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 417
ফসল: Kakrol | জেলা: Thakurgaon | মৌসুম: Kharif 1 | রোপণ: April | বৃদ্ধি: May to July | কাটাই: July to Sep | গড় তাপমাত্রা: 25.0°C | তাপমাত্রা: 20.0–30°C | গড় আর্দ্রতা: 72.5% | আপেক্ষিক আর্দ্রতা: 85–60% | উৎপাদন: 88
ফসল: Karala | জেলা: Bagerhat | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 1220
ফসল: Karala | জেলা: Bandarban | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 539
ফসল: Karala | জেলা: Barguna | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 156
ফসল: Karala | জেলা: Barishal | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 630
ফসল: Karala | জেলা: Bhola | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 874
ফসল: Karala | জেলা: Bogura | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 2782
ফসল: Karala | জেলা: Brahmanbaria | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 401
ফসল: Karala | জেলা: Chandpur | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 298
ফসল: Karala | জেলা: Chapai Nawabganj | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 501
ফসল: Karala | জেলা: Chattogram | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 497
ফসল: Karala | জেলা: Chuadanga | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 861
ফসল: Karala | জেলা: CoxsBazar | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 606
ফসল: Karala | জেলা: Cumilla | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 1582
ফসল: Karala | জেলা: Dhaka | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 901
ফসল: Karala | জেলা: Dinajpur | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 1365
ফসল: Karala | জেলা: Faridpur | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 400
ফসল: Karala | জেলা: Feni | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 194
ফসল: Karala | জেলা: Gaibandha | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 724
ফসল: Karala | জেলা: Gazipur | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 366
ফসল: Karala | জেলা: Gopalganj | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 614
ফসল: Karala | জেলা: Habiganj | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 396
ফসল: Karala | জেলা: Jamalpur | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 892
ফসল: Karala | জেলা: Jashore | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 2934
ফসল: Karala | জেলা: Jhallokati | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 610
ফসল: Karala | জেলা: Jhenaidah | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 1546
ফসল: Karala | জেলা: Joypurhat | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 2436
ফসল: Karala | জেলা: Khagrachari | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 1198
ফসল: Karala | জেলা: Khulna | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 271
ফসল: Karala | জেলা: Kishoreganj | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 1348
ফসল: Karala | জেলা: Kurigram | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 868
ফসল: Karala | জেলা: Kushtia | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 897
ফসল: Karala | জেলা: Lakshmipur | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 162
ফসল: Karala | জেলা: Lalmonirhat | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 632
ফসল: Karala | জেলা: Madaripur | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 430
ফসল: Karala | জেলা: Magura | মৌসুম: Rabi | রোপণ: Feb | বৃদ্ধি: March to July | কাটাই: Aug to Sep | গড় তাপমাত্রা: 25.5°C | তাপমাত্রা: 24.0–27°C | গড় আর্দ্রতা: 87.5% | আপেক্ষিক আর্দ্রতা: 90–85% | উৎপাদন: 300
